Iter,Rosenbrock dimension 2,Rosenbrock dimension 5,Rosenbrock dimension 10,Rosenbrock dimension 20,Michalewics dimension 2,Michalewics dimension 5,Michalewics dimension 10,Michalewics dimension 20,Schwefels dimension 2,Schwefels dimension 5,Schwefels dimension 10,Schwefels dimension 20,
0,0.0046265507954405885,29.026250216570492,421.68640299390813,1532.5259825709722,-0.8012424960781507,-3.6065118646200767,-6.103023130823995,-6.529267415506568,5.181553897797374,16.118787240017788,1118.624327110389,262.64553807911614,
1,0.0019544456450129337,11.601214001166818,85.4217575463626,166.23650596920703,-0.8013029114645078,-3.609880136252976,-6.1253563488191345,-6.5429001315369195,2.0295692192701464,10.009744717851163,1118.624327110389,254.02565839735232,
2,0.001285857499736663,1.0385012790278505,4.131089650565354,63.35677107839718,-0.8013029114645078,-3.6193501180413152,-6.135053637201906,-6.547282181291771,0.441883509461749,9.762697183472383,1113.314173741286,253.49287457559828,
3,3.352805068297721E-4,0.9420041864062809,2.385903631632086,26.88074315412261,-0.8013033606766482,-3.621651711499491,-6.135053637201906,-6.547282181291771,0.08262594262494283,8.978203482510963,1111.169389803527,250.1916605285906,
4,1.1352359619780948E-4,0.13577133306908493,0.5589635917668232,21.386216267750864,-0.8013033606766482,-3.6232688844184286,-6.136227744015622,-6.547633746640702,0.08262594262494283,8.978203482510963,1109.89968601862,248.67419170882064,
5,8.62111134069556E-6,0.09900786493958914,0.5557594208218162,9.330251981156183,-0.8013033606766482,-3.625039018185937,-6.136227744015622,-6.547633746640702,0.08262594262494283,8.753040490775659,1109.6933019295527,247.45321431037405,
6,3.925663574793256E-7,0.0752975341628456,0.46613265106791524,5.130711329390125,-0.8013033655783055,-3.625039018185937,-6.14072743873593,-6.550656369430863,0.08262594262494283,8.753040490775659,1109.6301563604886,246.44965459477527,
7,3.925663574793256E-7,0.0752975341628456,0.43692288995183354,4.45120118286769,-0.8013033655783055,-3.626478850993091,-6.150109518873089,-6.550656369430863,0.08262594262494283,8.753040490775659,1109.16216235886,246.23175732544735,
8,3.925663574793256E-7,0.07242011767537461,0.41948297051428135,3.9463385172629004,-0.8013033655783055,-3.626478850993091,-6.150109518873089,-6.550656369430863,0.08262594262494283,8.731812858653727,1109.1035061762054,245.18747552917736,
9,3.925663574793256E-7,0.07242011767537461,0.4141193178960474,3.5385939780154407,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.550656369430863,0.08262594262494283,8.731812858653727,1109.0965447469591,245.18747552917736,
10,3.925663574793256E-7,0.07242011767537461,0.4132981702121355,3.315364928853521,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.550656369430863,0.08262594262494283,8.731812858653727,1109.087667278174,244.94394014830507,
11,3.925663574793256E-7,0.07242011767537461,0.41306004920964795,3.275995184196727,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.731812858653727,1109.0836141054813,244.8050249329636,
12,3.925663574793256E-7,0.07242011767537461,0.4127857907498691,3.274937595824529,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.731812858653727,1109.075429395648,244.8050249329636,
13,3.925663574793256E-7,0.07242011767537461,0.41262632248631476,3.235160527713228,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.731812858653727,1109.0696488198323,244.72888838678833,
14,3.925663574793256E-7,0.07242011767537461,0.41254298324893446,3.2112592158549873,-0.8013034099703089,-3.626478850993091,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1103.641790150062,244.7234484202124,
15,3.925663574793256E-7,0.07242011767537461,0.4124419876224804,3.1911804354962947,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1101.504694837993,244.567471164316,
16,3.925663574793256E-7,0.07242011767537461,0.41231458519416375,3.1250290349360195,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1101.316867516177,244.54167183475636,
17,3.925663574793256E-7,0.07242011767537461,0.41183504228374723,3.090754504010387,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1098.76914544487,244.50958740970725,
18,3.925663574793256E-7,0.07242011767537461,0.4112796833178291,3.0789551002208055,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1096.4633201019717,244.42976405461008,
19,3.925663574793256E-7,0.07242011767537461,0.4108963833602818,3.0339306540392394,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1094.545651922045,244.42608186663392,
20,3.925663574793256E-7,0.07242011767537461,0.4094950069979017,2.948268860132249,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1094.545651922045,244.39916044718922,
21,3.925663574793256E-7,0.07242011767537461,0.4076669298393723,2.914148857649683,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1093.237728206881,244.39874741871378,
22,3.925663574793256E-7,0.07242011767537461,0.4073323349990371,2.88637447322534,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1091.973265631073,244.39874741871378,
23,3.925663574793256E-7,0.07242011767537461,0.40682939226659015,2.858488128982376,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1091.2709284296905,244.39874741871378,
24,3.925663574793256E-7,0.07242011767537461,0.4065562502701924,2.8334546503685747,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.553250266930843,0.08262594262494283,8.717014484875117,1090.822814908905,244.39874741871378,
25,3.925663574793256E-7,0.07242011767537461,0.4062728695228193,2.8240169054649136,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.717014484875117,1090.822814908905,244.39874741871378,
26,3.925663574793256E-7,0.07242011767537461,0.4062248350264901,2.820038881108936,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.717014484875117,1090.822814908905,244.39874741871378,
27,3.925663574793256E-7,0.07242011767537461,0.40588027604901306,2.8094720558162156,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.705823300436082,1090.822814908905,244.39874741871378,
28,3.925663574793256E-7,0.07242011767537461,0.4057157601559089,2.8050843261416105,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.694856240967816,1090.822814908905,244.39874741871378,
29,3.925663574793256E-7,0.07242011767537461,0.40551111746421264,2.8041456265651994,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
30,3.925663574793256E-7,0.07242011767537461,0.40549147880575526,2.8032081917686935,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
31,3.925663574793256E-7,0.07242011767537461,0.4054835347522278,2.8011508725574514,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
32,3.925663574793256E-7,0.07242011767537461,0.40542115624841424,2.7995241616052375,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
33,3.925663574793256E-7,0.07242011767537461,0.40528175717646975,2.789630157146383,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
34,3.925663574793256E-7,0.07242011767537461,0.40459234790295784,2.7847674027037845,-0.8013034099703089,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
35,3.925663574793256E-7,0.07242011767537461,0.40382541686025963,2.7827322785321993,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
36,3.925663574793256E-7,0.07242011767537461,0.4029333540533705,2.775784881974256,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
37,3.925663574793256E-7,0.07242011767537461,0.4024103574833796,2.772253910042323,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.822814908905,244.39874741871378,
38,3.925663574793256E-7,0.07242011767537461,0.40174619836320125,2.7704517085922675,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
39,3.925663574793256E-7,0.07242011767537461,0.4012882781437864,2.7683329324701487,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
40,3.925663574793256E-7,0.07242011767537461,0.40054719530800365,2.766933033703265,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
41,3.925663574793256E-7,0.07242011767537461,0.4003045105133271,2.766034219084061,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
42,3.925663574793256E-7,0.07242011767537461,0.40016822316096684,2.7653645772607867,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
43,3.925663574793256E-7,0.07242011767537461,0.40007276445839607,2.7642344607221845,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
44,3.925663574793256E-7,0.07242011767537461,0.4000428544611749,2.763362095569637,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
45,3.925663574793256E-7,0.07242011767537461,0.39956518956928727,2.762160937426172,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6071822003,244.39874741871378,
46,3.925663574793256E-7,0.07242011767537461,0.39928431477641046,2.7608414286842615,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.6067502042479,244.39874741871378,
47,3.925663574793256E-7,0.07242011767537461,0.3986997702973514,2.7598136834486504,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.571615239062169,0.08262594262494283,8.678568970484635,1090.5454648809066,244.39874741871378,
48,3.925663574793256E-7,0.07242011767537461,0.3985242541670152,2.7589864504141133,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.572212921794087,0.08262594262494283,8.678568970484635,1090.5454648809066,244.39874741871378,
49,3.925663574793256E-7,0.07242011767537461,0.3982529673586892,2.758037137200312,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.572212921794087,0.08262594262494283,8.678568970484635,1090.5454648809066,244.39874741871378,
50,3.925663574793256E-7,0.07242011767537461,0.39751882893352486,2.7574896246160443,-0.8013034100856654,-3.6264848420681983,-6.150109518873089,-6.572212921794087,0.08262594262494283,8.678568970484635,1090.5454648809066,244.31567009945277,
51,3.925663574793256E-7,0.07242011767537461,0.39723614489359305,2.757080927056242,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.678568970484635,1090.5454648809066,244.31567009945277,
52,3.925663574793256E-7,0.07242011767537461,0.3968576101842579,2.7560308258012753,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
53,3.925663574793256E-7,0.07242011767537461,0.39658877942088283,2.755480140247727,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
54,3.925663574793256E-7,0.07242011767537461,0.3955669457260916,2.7548012817375085,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
55,3.925663574793256E-7,0.07242011767537461,0.3947632272155793,2.753493705456804,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
56,3.925663574793256E-7,0.07242011767537461,0.39454015533046455,2.752616089531687,-0.8013034100856654,-3.6264848420681983,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
57,3.925663574793256E-7,0.07242011767537461,0.39406078090138635,2.7519613978124275,-0.8013034100856654,-3.6267115925648836,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
58,3.925663574793256E-7,0.07242011767537461,0.39379253549262555,2.7507528152922966,-0.8013034100856654,-3.6267115925648836,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
59,3.925663574793256E-7,0.07242011767537461,0.39317040180494284,2.7494617627990907,-0.8013034100856654,-3.6267115925648836,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
60,3.925663574793256E-7,0.07242011767537461,0.3929793911911178,2.748135356593266,-0.8013034100856654,-3.6267115925648836,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
61,3.925663574793256E-7,0.07242011767537461,0.3925415036229876,2.747396044278886,-0.8013034100856654,-3.627342646302123,-6.154909590859423,-6.572212921794087,0.08262594262494283,8.662116254133181,1090.5454648809066,244.31567009945277,
